time,FLOW,TEMP,type,outflow_num
2021-09-04,1.3969,18.3674,outflow,1
2021-09-05,1.3252,18.2318,outflow,1
2021-09-06,1.2579,18.1859,outflow,1
2021-09-07,1.1935,18.1959,outflow,1
2021-09-08,1.1324,18.2178,outflow,1
2021-09-09,1.0748,18.2972,outflow,1
2021-09-10,1.02,18.1487,outflow,1
2021-09-11,0.968,18.0133,outflow,1
2021-09-12,0.9189,17.8971,outflow,1
2021-09-13,0.8721,17.8141,outflow,1
2021-09-14,0.8277,17.8415,outflow,1
2021-09-15,0.7856,17.9263,outflow,1
2021-09-16,0.7458,18.0061,outflow,1
2021-09-17,0.708,18.0713,outflow,1
2021-09-18,0.6722,18.1259,outflow,1
2021-09-19,0.6385,18.1306,outflow,1
2021-09-20,0.6071,18.125,outflow,1
2021-09-21,0.5769,18.2127,outflow,1
2021-09-22,0.5479,18.3167,outflow,1
2021-09-23,0.5213,18.2331,outflow,1
2021-09-24,0.4952,17.9307,outflow,1
2021-09-25,0.4908,17.518,outflow,1
2021-09-26,0.4665,17.387,outflow,1
2021-09-27,0.4432,17.2032,outflow,1
2021-09-28,0.4212,17.0337,outflow,1
2021-09-29,0.4028,16.9467,outflow,1
2021-09-30,0.3829,16.7631,outflow,1
2021-10-01,0.3641,16.5167,outflow,1
2021-10-02,0.3462,16.3343,outflow,1
2021-10-03,0.3292,16.2388,outflow,1
2021-10-04,0.3131,16.1544,outflow,1
2021-10-05,0.2979,16.0783,outflow,1
2021-10-06,0.2908,15.9883,outflow,1
2021-10-07,0.2768,15.7189,outflow,1
2021-10-08,0.2635,15.4755,outflow,1
